-261.0378578691273,-208.42211447349013
-256.20511551972265,-212.11806263658315
-252.53656701155296,-213.57349574504468
-250.6987595768834,-213.75939637192096
-248.90646131846563,-213.5852408297391
-229.72087116629734,-212.77229338185353
-225.1671459645478,-212.94544244177396
-215.5712911206603,-213.2099276493769
-196.74903131729926,-211.1013614197366
-194.12023308490043,-213.8443157218235
-188.98140845177087,-213.9979990323696
-172.3523726253934,-216.37091134744907
-152.6175641169211,-214.6085819021049
-150.8660091143994,-214.46274503042466
-149.50539887678596,-211.63164500017112
-149.19569318531057,-196.02361418764818
-138.82396947723942,-180.20472018795792
-130.52480068436373,-184.1246993355246
-122.00007871513631,-184.51853451345
-107.1832813530004,-184.1178266655073
-101.99567098115871,-184.07483724866518
-91.16961158258883,-182.39763380881752
-82.00876650923446,-183.06282234750313
-64.81202631986251,-183.39746327333216
-52.104087188351464,-184.64532326540274
-33.706976178664604,-184.54801084451896
-26.418345324384518,-184.93984463585966
-7.2485349568052975,-184.87073225598203
6.287497821968047,-184.99189851355155
17.20725483416834,-196.93855590524493
16.450942063287922,-202.63640373425926
15.955554853727705,-209.1379353701589
16.084470056142198,-210.54786473384576
16.545498599510843,-212.04988030040934
17.872241813024736,-216.23760296379032
25.68884471606705,-218.58867422305735
36.591163509851384,-217.29090229829694
49.278539408745345,-216.63839436718413
58.0091051057655,-216.18876281800738
77.8604526574495,-217.4054051451725
78.51205448578023,-220.29443696003992
81.56789730104464,-222.11040165363846
98.51131701696356,-220.49638680234085
102.21323535768425,-222.33565204113472
105.89697669671317,-221.5674901329868
106.46464774410993,-221.0351652397614
107.28291075023743,-207.76669838398624
124.80265216410014,-206.01636295288048
128.85210068408438,-216.9659037256251
130.3462600151598,-218.03689948348804
147.96667059392104,-218.67685174411284
165.67364049861263,-220.80668922954322
167.44917838058973,-220.7312914201299
186.19480192517668,-218.87832226371438
204.0174550412965,-219.97750439715102
219.61714813156976,-220.35575476301977
230.3618689113596,-222.09280623443672
241.63506517593754,-219.75835484057433
243.5044389620088,-219.1651523642228
245.15479411164694,-218.04331164020581
245.18394777304292,-218.01136787669537
248.78613421689164,-206.31314934934034
249.36494558708335,-193.70299590984027
248.9952044231758,-180.05564128442987
248.72923058245337,-168.97444945249896
248.2056184575535,-157.63455894541477
248.9503733744189,-148.743904992313
249.94958992002617,-133.94976468964637
250.72858658256823,-121.81417662891572
250.35419250960928,-112.7143040376025
248.28325092028837,-97.76094515393953
248.29904198642993,-92.02667240473849
249.82425458712086,-72.42349108020107
246.7758440483764,-66.6805134694775
252.22305684339733,-50.20319349274103
252.78800761542848,-47.69549221763234
